9.300000000000000000e+01,1.417379206124475957e+02
1.530000000000000000e+02,4.858076182873304560e+00
1.050000000000000000e+02,6.284152088916853529e+01
7.300000000000000000e+01,1.476995985471180290e+02
1.330000000000000000e+02,1.324433558824311490e+02
3.300000000000000000e+01,3.908705906909666083e+01
1.730000000000000000e+02,1.765060787660434585e+02
8.500000000000000000e+01,6.574269375026996443e+01
5.300000000000000000e+01,2.972812456619347188e+01
2.500000000000000000e+01,1.676969480615085217e+01
1.250000000000000000e+02,1.830198006070520478e+01
5.000000000000000000e+00,1.600150888185693248e+02
6.500000000000000000e+01,1.017703312160832780e+02
1.450000000000000000e+02,1.645500238037143959e+02
1.650000000000000000e+02,8.750990936962924138e+01
1.299999999999998579e+01,4.238077526470473799e+01
1.130000000000000000e+02,1.231003100198842048e+02
4.500000000000000000e+01,8.693613886933061963e+01
1.470000000000000000e+02,1.474002364215986631e+02
4.700000000000000000e+01,1.716071623038770610e+01
1.360000000000000000e+02,1.473965305020601022e+02
5.600000000000000000e+01,6.997422780858447311e+01
2.700000000000000000e+01,2.157694916976770116e+01
7.600000000000000000e+01,9.795491240854794057e+01
9.600000000000000000e+01,1.375588209626832850e+02
1.670000000000000000e+02,1.668900546647078329e+02
6.700000000000000000e+01,4.947756872282270990e+01
3.600000000000000000e+01,2.670861479266097405e+01
1.270000000000000000e+02,1.573423870210042992e+02
8.700000000000000000e+01,9.339558307304240259e+01
1.760000000000000000e+02,1.185696854436552883e+01
6.999999999999985789e+00,1.438481017456768711e+02
1.560000000000000000e+02,6.897727064818110421e+01
1.160000000000000000e+02,1.202939397872893608e+02
1.070000000000000000e+02,1.150268391594485138e+02
1.600000000000000000e+01,2.363712284925236418e+01
1.600000000000000000e+01,1.771725655571161440e+01
5.600000000000000000e+01,3.130946744444550944e+01
3.600000000000000000e+01,1.516729543478627988e+02
1.490000000000000000e+02,1.276097256726694411e+02
1.360000000000000000e+02,1.236226558090106096e+02
1.690000000000000000e+02,1.703692973242974062e+01
1.760000000000000000e+02,2.861533500986826084e+01
1.160000000000000000e+02,1.012694442938032751e+02
7.600000000000000000e+01,1.008270021249195594e+02
9.600000000000000000e+01,1.110170088515078959e+02
2.900000000000000000e+01,2.139570520050374114e+01
4.900000000000000000e+01,3.507873180073197972e+01
9.000000000000000000e+00,1.772378922371229635e+02
8.900000000000000000e+01,9.478302062479906454e+01
6.900000000000000000e+01,6.047157358998731524e+01
1.560000000000000000e+02,1.590793120465589539e+02
1.090000000000000000e+02,1.068187358400891753e+02
1.290000000000000000e+02,9.356408657739436308e+01
5.600000000000000000e+01,1.245432640331991649e+02
7.600000000000000000e+01,7.612756353208391147e+01
3.600000000000000000e+01,1.702126809779469454e+02
1.760000000000000000e+02,1.479807880103366813e+02
1.160000000000000000e+02,1.275010413137050733e+02
0.000000000000000000e+00,8.397084288506009386e+01
2.000000000000000000e+01,2.579291872030150046e+01
1.560000000000000000e+02,1.267877776555189655e+02
1.200000000000000000e+02,1.537424002019143359e+02
4.000000000000000000e+01,3.548164879569938535e+01
1.360000000000000000e+02,1.585373700441786866e+02
6.000000000000000000e+01,5.366794087597797613e+01
1.000000000000000000e+02,1.004582675860774685e+02
1.600000000000000000e+01,6.426127522115208990e+00
8.000000000000000000e+01,1.745610318164662544e+02
1.600000000000000000e+02,6.089087004669480052e+00
1.400000000000000000e+02,1.480698063350534426e+02
9.600000000000000000e+01,7.536852022798844075e+01
