1.620000000000000000e+02,1.406676829813685572e+02
6.200000000000000000e+01,5.087201598014498671e+01
1.220000000000000000e+02,1.321941410792068154e+02
5.900000000000000000e+01,5.654438413293494392e+01
1.190000000000000000e+02,1.679384954265679539e+02
3.900000000000000000e+01,1.989709534865767182e+01
4.200000000000000000e+01,1.510457705106134370e+02
1.790000000000000000e+02,1.401859291945843040e+02
2.200000000000000000e+01,8.865340002920646612e+00
1.900000000000000000e+01,1.680670140589479615e+02
7.900000000000000000e+01,6.324533514442160964e+01
1.590000000000000000e+02,1.620078845815671684e+02
1.420000000000000000e+02,1.081917964028139920e+02
1.390000000000000000e+02,1.279965225203374359e+02
8.200000000000000000e+01,4.879108684613938607e+01
9.900000000000000000e+01,1.131648209466898436e+02
2.000000000000014211e+00,5.698470684995085378e+01
1.020000000000000000e+02,1.682784481152045544e+02
1.700000000000000000e+02,6.966528622348576505e+00
1.500000000000000000e+02,1.545954024130890900e+02
2.500000000000000000e+01,5.791239339863798108e+01
5.000000000000000000e+00,8.166580470518930213e+01
1.300000000000000000e+02,1.318573387995339203e+02
1.000000000000000000e+01,2.299532535897363061e+01
1.250000000000000000e+02,1.278227928865633203e+02
7.000000000000000000e+01,5.952150285720516365e+01
9.000000000000000000e+01,4.805901449717321583e+01
3.000000000000000711e+01,1.220855052485273404e+02
5.000000000000000000e+01,3.402824347410794559e+01
1.450000000000000000e+02,1.554000818205617520e+02
4.500000000000000000e+01,3.988178207797107433e+01
1.050000000000000000e+02,1.123817529031495468e+02
1.650000000000000000e+02,1.507804052121804261e+01
8.500000000000000000e+01,9.436187835706832061e+01
1.100000000000000000e+02,1.112619291214511321e+02
6.500000000000000000e+01,2.705283074044840674e+01
5.000000000000000000e+00,1.761341128632818709e+02
1.170000000000000000e+02,1.069985398308910050e+02
1.570000000000000000e+02,1.705064558305263063e+02
1.700000000000000000e+01,3.246364556650749478e+01
4.500000000000000000e+01,1.329106454702157123e+02
7.700000000000000000e+01,8.205962282077088332e+01
1.250000000000000000e+02,1.234928554890182681e+02
6.500000000000000000e+01,4.577338533684108057e+01
1.370000000000000000e+02,1.506814132857898585e+02
1.770000000000000000e+02,8.023702463082040026e+01
1.450000000000000000e+02,1.600333915964748144e+02
2.500000000000000000e+01,5.955855214476195414e+01
8.500000000000000000e+01,4.185062239633926851e+01
5.700000000000000000e+01,2.558464154690749126e+01
1.050000000000000000e+02,1.122192043275076259e+02
3.700000000000000000e+01,5.380226134116776393e+01
1.650000000000000000e+02,1.712804646030341758e+02
9.700000000000000000e+01,1.150047033569233150e+02
1.270000000000000000e+02,1.703768923625469824e+02
2.700000000000000000e+01,1.524409363702631595e+02
6.700000000000000000e+01,6.668390223084719537e+01
6.999999999999985789e+00,1.692595640203082326e+02
5.300000000000000000e+01,3.604153408623370325e+01
1.730000000000000000e+02,3.433601535859473586e+01
9.300000000000000000e+01,7.240941440284899500e+01
1.130000000000000000e+02,1.179639346561890250e+02
1.470000000000000000e+02,9.714190098717361366e+01
1.530000000000000000e+02,1.440710125376641315e+02
4.700000000000000000e+01,3.291597832163856907e+01
1.330000000000000000e+02,1.430796235407103723e+02
1.299999999999998579e+01,1.343133798599173190e+01
7.300000000000000000e+01,9.545783774714863057e+01
8.700000000000000000e+01,8.160842869758971574e+01
1.070000000000000000e+02,1.533465975597761144e+02
3.300000000000000000e+01,1.697536387788337322e+02
1.670000000000000000e+02,1.520647177518467004e+02
7.100000000000000000e+01,1.716693748427792059e+02
1.310000000000000000e+02,1.626862606526499349e+02
1.110000000000000000e+02,7.420964248129804730e+01
9.100000000000000000e+01,1.148047254822133709e+02
1.710000000000000000e+02,3.844180224014678515e+00
8.500000000000000000e+01,8.716254938125021567e+01
1.650000000000000000e+02,2.096154200266765599e+01
1.250000000000000000e+02,1.123707275893277711e+02
1.050000000000000000e+02,1.003332371827421525e+02
3.100000000000000000e+01,1.745739755756106319e+02
5.000000000000000000e+00,6.418225561479559360e+01
2.500000000000000000e+01,2.299666298584112667e+01
1.100000000000000000e+01,1.689726067135147503e+02
1.510000000000000000e+02,1.074249118162040588e+02
4.500000000000000000e+01,1.706020041160299456e+02
6.500000000000000000e+01,7.761312221389952981e+01
1.450000000000000000e+02,1.514095003492656133e+02
5.100000000000000000e+01,5.168051191849427539e+01
3.600000000000000000e+01,4.358070541481583149e+01
1.230000000000000000e+02,1.200172399644966958e+02
1.160000000000000000e+02,5.692783668690118759e+01
8.300000000000000000e+01,9.619154329627583877e+01
1.030000000000000000e+02,1.045184563271918847e+02
1.630000000000000000e+02,1.791624746768545435e+02
1.760000000000000000e+02,1.975942183672194119e+01
9.600000000000000000e+01,8.280518303199423258e+01
1.430000000000000000e+02,1.694226619883203853e+02
7.600000000000000000e+01,1.224270243529029187e+02
6.300000000000000000e+01,5.498227916812979288e+00
3.000000000000000000e+00,1.565131330214190370e+02
2.300000000000001421e+01,8.862464639960052182e+00
1.360000000000000000e+02,1.574806271649823088e+02
5.600000000000000000e+01,1.381023317822929926e+02
1.560000000000000000e+02,1.179019185462911281e+02
4.300000000000000000e+01,9.394968136705053041e+01
1.600000000000000000e+01,4.987444723424543014e+01
